"image"	"first_level_timel"	"orphan_label"	"confidence"	"reconciled_label"	"reconciled_timel_id"
"gahom/000430.jpg"	"timel_character"	"apôtres-12?"	"HIGH"	"apôtres-12"	"tm-qkcf9yjx"
"gahom/000432.jpg"	"timel_character"	"apôtres-12?"	"HIGH"	"apôtres-12"	"tm-qkcf9yjx"
"gahom/000433.jpg"	"timel_character"	"apôtres-12?"	"HIGH"	"apôtres-12"	"tm-qkcf9yjx"
"gahom/000434.jpg"	"timel_character"	"apôtres-12?"	"HIGH"	"apôtres-12"	"tm-qkcf9yjx"
"gahom/007616.jpg"	"timel_character"	"apôtres-12?"	"HIGH"	"apôtres-12"	"tm-qkcf9yjx"
"gahom/007618.jpg"	"timel_character"	"apôtres-12?"	"HIGH"	"apôtres-12"	"tm-qkcf9yjx"
"gahom/007619.jpg"	"timel_character"	"apôtres-12?"	"HIGH"	"apôtres-12"	"tm-qkcf9yjx"
"gahom/007621.jpg"	"timel_character"	"apôtres-12?"	"HIGH"	"apôtres-12"	"tm-qkcf9yjx"
"gahom/007623.jpg"	"timel_character"	"apôtres-12?"	"HIGH"	"apôtres-12"	"tm-qkcf9yjx"
"gahom/007624.jpg"	"timel_character"	"apôtres-12?"	"HIGH"	"apôtres-12"	"tm-qkcf9yjx"
"gahom/007625.jpg"	"timel_character"	"apôtres-12?"	"HIGH"	"apôtres-12"	"tm-qkcf9yjx"
"gahom/007627.jpg"	"timel_character"	"apôtres-12?"	"HIGH"	"apôtres-12"	"tm-qkcf9yjx"
"gahom/007628.jpg"	"timel_character"	"apôtres-12?"	"HIGH"	"apôtres-12"	"tm-qkcf9yjx"
"gahom/007629.jpg"	"timel_character"	"apôtres-12?"	"HIGH"	"apôtres-12"	"tm-qkcf9yjx"
"gahom/007631.jpg"	"timel_character"	"apôtres-12?"	"HIGH"	"apôtres-12"	"tm-qkcf9yjx"
"gahom/007632.jpg"	"timel_character"	"apôtres-12?"	"HIGH"	"apôtres-12"	"tm-qkcf9yjx"
"gahom/007634.jpg"	"timel_character"	"apôtres-12?"	"HIGH"	"apôtres-12"	"tm-qkcf9yjx"
"gahom/007635.jpg"	"timel_character"	"apôtres-12?"	"HIGH"	"apôtres-12"	"tm-qkcf9yjx"
"gahom/007636.jpg"	"timel_character"	"apôtres-12?"	"HIGH"	"apôtres-12"	"tm-qkcf9yjx"
"gahom/006698.jpg"	"timel_character"	"Stéphanon"	"HIGH"	"Stéphaton"	"tm-3buxmbdq"
"gahom/006700.jpg"	"timel_character"	"Stéphanon"	"HIGH"	"Stéphaton"	"tm-3buxmbdq"
"gahom/013224.jpg"	"timel_character"	"Stéphanon"	"HIGH"	"Stéphaton"	"tm-3buxmbdq"
"gahom/013226.jpg"	"timel_character"	"Stéphanon"	"HIGH"	"Stéphaton"	"tm-3buxmbdq"
"gahom/000304.jpg"	"timel_character"	"Stéphanon"	"HIGH"	"Stéphaton"	"tm-3buxmbdq"
"gahom/000306.jpg"	"timel_character"	"Stéphanon"	"HIGH"	"Stéphaton"	"tm-3buxmbdq"
"gahom/000307.jpg"	"timel_character"	"Stéphanon"	"HIGH"	"Stéphaton"	"tm-3buxmbdq"
"gahom/000308.jpg"	"timel_character"	"Stéphanon"	"HIGH"	"Stéphaton"	"tm-3buxmbdq"
"gahom/000348.jpg"	"timel_character"	"Stéphanon"	"HIGH"	"Stéphaton"	"tm-3buxmbdq"
"gahom/000350.jpg"	"timel_character"	"Stéphanon"	"HIGH"	"Stéphaton"	"tm-3buxmbdq"
"gahom/000351.jpg"	"timel_character"	"Stéphanon"	"HIGH"	"Stéphaton"	"tm-3buxmbdq"
"gahom/000352.jpg"	"timel_character"	"Stéphanon"	"HIGH"	"Stéphaton"	"tm-3buxmbdq"
"gahom/000416.jpg"	"timel_character"	"Stéphanon"	"HIGH"	"Stéphaton"	"tm-3buxmbdq"
"gahom/000418.jpg"	"timel_character"	"Stéphanon"	"HIGH"	"Stéphaton"	"tm-3buxmbdq"
"gahom/000419.jpg"	"timel_character"	"Stéphanon"	"HIGH"	"Stéphaton"	"tm-3buxmbdq"
"gahom/000420.jpg"	"timel_character"	"Stéphanon"	"HIGH"	"Stéphaton"	"tm-3buxmbdq"
"gahom/013224.jpg"	"timel_character"	"Synagogue"	"LOW"	"Synagogue (personnifications et allégories)"	"tm-h3yjzcwy"
"gahom/013226.jpg"	"timel_character"	"Synagogue"	"LOW"	"Synagogue (personnifications et allégories)"	"tm-h3yjzcwy"
"gahom/002407.jpg"	"timel_character"	"Synagogue"	"LOW"	"Synagogue (personnifications et allégories)"	"tm-h3yjzcwy"
"gahom/002409.jpg"	"timel_character"	"Synagogue"	"LOW"	"Synagogue (personnifications et allégories)"	"tm-h3yjzcwy"
"gahom/010975.jpg"	"timel_character"	"marin"	"LOW"	"Marino Sanudo"	"tm-fa2rsnuh"
"gahom/010997.jpg"	"timel_character"	"marin"	"LOW"	"Marino Sanudo"	"tm-fa2rsnuh"
"gahom/004357.jpg"	"timel_character"	"Esaü"	"HIGH"	"Ésaü"	"tm-jdhmdkzh"
"gahom/004359.jpg"	"timel_character"	"Esaü"	"HIGH"	"Ésaü"	"tm-jdhmdkzh"
"gahom/004360.jpg"	"timel_character"	"Esaü"	"HIGH"	"Ésaü"	"tm-jdhmdkzh"
"gahom/004361.jpg"	"timel_character"	"Esaü"	"HIGH"	"Ésaü"	"tm-jdhmdkzh"
"gahom/004362.jpg"	"timel_character"	"Esaü"	"HIGH"	"Ésaü"	"tm-jdhmdkzh"
"gahom/004363.jpg"	"timel_character"	"Esaü"	"HIGH"	"Ésaü"	"tm-jdhmdkzh"
"gahom/013558.jpg"	"timel_character"	"chasseur"	"NONE"	"none"	"none"
"gahom/013374.jpg"	"timel_character"	"chasseur"	"NONE"	"none"	"none"
"gahom/015231.JPG"	"timel_character"	"demoiselle"	"NONE"	"none"	"none"
"gahom/Pierpont_m805.135r_detail_bis.jpg"	"timel_character"	"demoiselle"	"NONE"	"none"	"none"
"gahom/Pierpont_m805.135r.jpg"	"timel_character"	"demoiselle"	"NONE"	"none"	"none"
"gahom/Pierpont_m806.180r_detail.jpg"	"timel_character"	"demoiselle"	"NONE"	"none"	"none"
"gahom/Pierpont_m806.185r_detail.jpg"	"timel_character"	"demoiselle"	"NONE"	"none"	"none"
"gahom/Pierpont_m806.187r_detail.jpg"	"timel_character"	"demoiselle"	"NONE"	"none"	"none"
"gahom/005333.jpg"	"timel_character"	"Harold II"	"NONE"	"none"	"none"
"gahom/000382.jpg"	"timel_character"	"Ephraïm"	"HIGH"	"Éphraïm"	"tm-g3xkkpxp"
"gahom/000384.jpg"	"timel_character"	"Ephraïm"	"HIGH"	"Éphraïm"	"tm-g3xkkpxp"
"gahom/000385.jpg"	"timel_character"	"Ephraïm"	"HIGH"	"Éphraïm"	"tm-g3xkkpxp"
"gahom/000386.jpg"	"timel_character"	"Ephraïm"	"HIGH"	"Éphraïm"	"tm-g3xkkpxp"
"gahom/000387.jpg"	"timel_character"	"Ephraïm"	"HIGH"	"Éphraïm"	"tm-g3xkkpxp"
"gahom/000389.jpg"	"timel_character"	"Ephraïm"	"HIGH"	"Éphraïm"	"tm-g3xkkpxp"
"gahom/000390.jpg"	"timel_character"	"Ephraïm"	"HIGH"	"Éphraïm"	"tm-g3xkkpxp"
"gahom/000391.jpg"	"timel_character"	"Ephraïm"	"HIGH"	"Éphraïm"	"tm-g3xkkpxp"
"gahom/003988.jpg"	"timel_character"	"Saint Sébastien"	"HIGH"	"saint Sébastien"	"tm-nujlcfpw"
"gahom/003994.jpg"	"timel_character"	"Saint Sébastien"	"HIGH"	"saint Sébastien"	"tm-nujlcfpw"
"gahom/003997.jpg"	"timel_character"	"Saint Sébastien"	"HIGH"	"saint Sébastien"	"tm-nujlcfpw"
"gahom/004000.jpg"	"timel_character"	"Saint Sébastien"	"HIGH"	"saint Sébastien"	"tm-nujlcfpw"
"gahom/004003.jpg"	"timel_character"	"Saint Sébastien"	"HIGH"	"saint Sébastien"	"tm-nujlcfpw"
"gahom/004006.jpg"	"timel_character"	"Saint Sébastien"	"HIGH"	"saint Sébastien"	"tm-nujlcfpw"
"gahom/010704.jpg"	"timel_character"	"femme"	"LOW"	"femme de Lot"	"tm-ven4nq5s"
"gahom/008827.jpg"	"timel_character"	"Bertrand Boisset"	"NONE"	"none"	"none"
"gahom/010975.jpg"	"timel_character"	"pêcheur"	"HIGH"	"pécheur"	"tm-aswtqpty"
"gahom/007580.jpg"	"timel_character"	"Marguerite d'Orléans"	"NONE"	"none"	"none"
"gahom/007582.jpg"	"timel_character"	"Marguerite d'Orléans"	"NONE"	"none"	"none"
"gahom/007641.jpg"	"timel_character"	"Marguerite d'Orléans"	"NONE"	"none"	"none"
"gahom/007643.jpg"	"timel_character"	"Marguerite d'Orléans"	"NONE"	"none"	"none"
"gahom/007644.jpg"	"timel_character"	"Marguerite d'Orléans"	"NONE"	"none"	"none"
"gahom/007645.jpg"	"timel_character"	"Marguerite d'Orléans"	"NONE"	"none"	"none"
"gahom/007647.jpg"	"timel_character"	"Marguerite d'Orléans"	"NONE"	"none"	"none"
"gahom/007648.jpg"	"timel_character"	"Marguerite d'Orléans"	"NONE"	"none"	"none"
"gahom/013579.jpg"	"timel_character"	"charpentier"	"LOW"	"sainte Radegonde délivrant du démon la femme d'un charpentier"	"tm-xsgv6af2"
"gahom/013581.jpg"	"timel_character"	"charpentier"	"LOW"	"sainte Radegonde délivrant du démon la femme d'un charpentier"	"tm-xsgv6af2"
"gahom/007994.jpg"	"timel_character"	"peintre"	"NONE"	"none"	"none"
"gahom/010948.jpg"	"timel_character"	"peintre"	"NONE"	"none"	"none"
"gahom/010950.jpg"	"timel_character"	"peintre"	"NONE"	"none"	"none"
"gahom/010951.jpg"	"timel_character"	"peintre"	"NONE"	"none"	"none"
"gahom/Pierpont_m806.166r_detail.jpg"	"timel_character"	"Guenièvre"	"NONE"	"none"	"none"
"gahom/013552.jpg"	"timel_character"	"Zacharie"	"LOW"	"Zacharie (personnage de l'Ancien Testament)"	"tm-z88rgbsa"
"gahom/013554.jpg"	"timel_character"	"Zacharie"	"LOW"	"Zacharie (personnage de l'Ancien Testament)"	"tm-z88rgbsa"
"gahom/013546.jpg"	"timel_character"	"archer"	"HIGH"	"soldat"	"tm-h5p48lfk"
"gahom/013548.jpg"	"timel_character"	"archer"	"HIGH"	"soldat"	"tm-h5p48lfk"
"gahom/007500.jpg"	"timel_character"	"fortune"	"HIGH"	"Fortune"	"tm-xpmnkdj9"
"gahom/010954.jpg"	"timel_character"	"joueur"	"NONE"	"none"	"none"
"gahom/015231.JPG"	"timel_character"	"mère de l'Antéchrist"	"NONE"	"none"	"none"
"gahom/Pierpont_m806.180r_detail.jpg"	"timel_character"	"Bohort"	"NONE"	"none"	"none"
"gahom/010699.jpg"	"timel_character"	"Hun"	"NONE"	"none"	"none"
"gahom/010704.jpg"	"timel_character"	"Hun"	"NONE"	"none"	"none"
"gahom/006290.jpg"	"timel_character"	"Nathan"	"HIGH"	"Natan"	"tm-9787lyfe"
"gahom/Pierpont_m806.166r_detail.jpg"	"timel_character"	"courtisan"	"NONE"	"none"	"none"
"gahom/010704.jpg"	"timel_character"	"roi de Hongrie"	"NONE"	"none"	"none"
"gahom/006166.jpg"	"timel_character"	"saint Aubin"	"LOW"	"saint Aubin d'Angers"	"tm-vcctusin"
"gahom/005479.jpg"	"timel_character"	"sainte Hildegarde de Bingen"	"NONE"	"none"	"none"
"gahom/011008.jpg"	"timel_character"	"sainte Marie"	"LOW"	"sainte Marie Cléophas"	"tm-wfrvgbha"
"gahom/000294.jpg"	"timel_character"	"Juif?"	"HIGH"	"Juif"	"tm-tprdjwil"
"gahom/000296.jpg"	"timel_character"	"Juif?"	"HIGH"	"Juif"	"tm-tprdjwil"
"gahom/000297.jpg"	"timel_character"	"Juif?"	"HIGH"	"Juif"	"tm-tprdjwil"
"gahom/000298.jpg"	"timel_character"	"Juif?"	"HIGH"	"Juif"	"tm-tprdjwil"
"gahom/000309.jpg"	"timel_character"	"apôtres"	"LOW"	"apôtres, évangélistes, saints et saintes"	"tm-wnsvi7uz"
"gahom/000311.jpg"	"timel_character"	"apôtres"	"LOW"	"apôtres, évangélistes, saints et saintes"	"tm-wnsvi7uz"
"gahom/000312.jpg"	"timel_character"	"apôtres"	"LOW"	"apôtres, évangélistes, saints et saintes"	"tm-wnsvi7uz"
"gahom/000313.jpg"	"timel_character"	"apôtres"	"LOW"	"apôtres, évangélistes, saints et saintes"	"tm-wnsvi7uz"
"gahom/013571.jpg"	"timel_character"	"frère"	"HIGH"	"moine"	"tm-79hdsjl7"
"gahom/Pierpont_m806.185r_detail.jpg"	"timel_character"	"frère"	"HIGH"	"moine"	"tm-79hdsjl7"
"gahom/010235.jpg"	"timel_character"	"philosophe"	"NONE"	"none"	"none"
"gahom/010237.jpg"	"timel_character"	"philosophe"	"NONE"	"none"	"none"
"gahom/000377.jpg"	"timel_character"	"saint Constantin"	"NONE"	"none"	"none"
"gahom/000379.jpg"	"timel_character"	"saint Constantin"	"NONE"	"none"	"none"
"gahom/000380.jpg"	"timel_character"	"saint Constantin"	"NONE"	"none"	"none"
"gahom/000381.jpg"	"timel_character"	"saint Constantin"	"NONE"	"none"	"none"
"gahom/000348.jpg"	"timel_character"	"Bétuel"	"NONE"	"none"	"none"
"gahom/000350.jpg"	"timel_character"	"Bétuel"	"NONE"	"none"	"none"
"gahom/000351.jpg"	"timel_character"	"Bétuel"	"NONE"	"none"	"none"
"gahom/000352.jpg"	"timel_character"	"Bétuel"	"NONE"	"none"	"none"
"gahom/013701.jpg"	"timel_character"	"Chiron"	"NONE"	"none"	"none"
"gahom/013703.jpg"	"timel_character"	"Chiron"	"NONE"	"none"	"none"
"gahom/000382.jpg"	"timel_character"	"Mannassé"	"NONE"	"none"	"none"
"gahom/000384.jpg"	"timel_character"	"Mannassé"	"NONE"	"none"	"none"
"gahom/000385.jpg"	"timel_character"	"Mannassé"	"NONE"	"none"	"none"
"gahom/000386.jpg"	"timel_character"	"Mannassé"	"NONE"	"none"	"none"
"gahom/013573.jpg"	"timel_character"	"Pharisien"	"NONE"	"none"	"none"
"gahom/013575.jpg"	"timel_character"	"Pharisien"	"NONE"	"none"	"none"
"gahom/011053.jpg"	"timel_character"	"ange?"	"HIGH"	"ange"	"tm-wqg2nktt"
"gahom/000299.jpg"	"timel_character"	"avare"	"NONE"	"none"	"none"
"gahom/000301.jpg"	"timel_character"	"avare"	"NONE"	"none"	"none"
"gahom/000302.jpg"	"timel_character"	"avare"	"NONE"	"none"	"none"
"gahom/000303.jpg"	"timel_character"	"avare"	"NONE"	"none"	"none"
"gahom/007625.jpg"	"timel_character"	"bossu"	"NONE"	"none"	"none"
"gahom/007627.jpg"	"timel_character"	"bossu"	"NONE"	"none"	"none"
"gahom/007628.jpg"	"timel_character"	"bossu"	"NONE"	"none"	"none"
"gahom/010212.jpg"	"timel_character"	"femme sauvage"	"NONE"	"none"	"none"
"gahom/000392.jpg"	"timel_character"	"saint Paul?"	"HIGH"	"saint Paul"	"tm-ramxaadu"
"gahom/000394.jpg"	"timel_character"	"saint Paul?"	"HIGH"	"saint Paul"	"tm-ramxaadu"
"gahom/000395.jpg"	"timel_character"	"saint Paul?"	"HIGH"	"saint Paul"	"tm-ramxaadu"
"gahom/000396.jpg"	"timel_character"	"saint Paul?"	"HIGH"	"saint Paul"	"tm-ramxaadu"
"gahom/013605.jpg"	"timel_character"	"saint Sylvestre"	"LOW"	"saint Sylvestre Ier"	"tm-fskhypr9"
"gahom/013607.jpg"	"timel_character"	"saint Sylvestre"	"LOW"	"saint Sylvestre Ier"	"tm-fskhypr9"
"gahom/013360.jpg"	"timel_character"	"Destinée"	"NONE"	"none"	"none"
"gahom/013374.jpg"	"timel_character"	"Destinée"	"NONE"	"none"	"none"
"gahom/010235.jpg"	"timel_character"	"Maximin"	"LOW"	"Maximin Ier"	"tm-p2xv7szs"
"gahom/010237.jpg"	"timel_character"	"Maximin"	"LOW"	"Maximin Ier"	"tm-p2xv7szs"
"gahom/007645.jpg"	"timel_character"	"Richard d'Etampes"	"NONE"	"none"	"none"
"gahom/007647.jpg"	"timel_character"	"Richard d'Etampes"	"NONE"	"none"	"none"
"gahom/007648.jpg"	"timel_character"	"Richard d'Etampes"	"NONE"	"none"	"none"
"gahom/016042.jpg"	"timel_character"	"Saint Pierre"	"HIGH"	"saint Pierre"	"tm-sgdxywfz"
"gahom/005575.jpg"	"timel_character"	"Salomon?"	"HIGH"	"Salomon"	"tm-wdxn3qrx"
"gahom/008040.jpg"	"timel_character"	"Urie"	"LOW"	"David envoyant Urie à la guerre"	"tm-jymbdq32"
"gahom/013602.jpg"	"timel_character"	"martyr"	"LOW"	"saint Pierre martyr"	"tm-auhtguzf"
"gahom/013604.jpg"	"timel_character"	"martyr"	"LOW"	"saint Pierre martyr"	"tm-auhtguzf"
"gahom/013582.jpg"	"timel_character"	"soeur"	"LOW"	"inceste d'Amnon et de sa soeur Tamar"	"tm-ogsf6fy6"
"gahom/013584.jpg"	"timel_character"	"soeur"	"LOW"	"inceste d'Amnon et de sa soeur Tamar"	"tm-ogsf6fy6"
"gahom/013618.jpg"	"timel_character"	"Dioscoride"	"NONE"	"none"	"none"
"gahom/013620.jpg"	"timel_character"	"Dioscoride"	"NONE"	"none"	"none"
"gahom/001045.jpg"	"timel_character"	"Drusiana"	"NONE"	"none"	"none"
"gahom/013608.jpg"	"timel_character"	"Elisabeth?"	"LOW"	"sainte Élisabeth"	"tm-rqbwk7z6"
"gahom/013610.jpg"	"timel_character"	"Elisabeth?"	"LOW"	"sainte Élisabeth"	"tm-rqbwk7z6"
"gahom/Pierpont_m806.185r_detail.jpg"	"timel_character"	"Galehaut"	"NONE"	"none"	"none"
"gahom/013608.jpg"	"timel_character"	"Herman Ier Landgrave de Thringe"	"NONE"	"none"	"none"
"gahom/013610.jpg"	"timel_character"	"Herman Ier Landgrave de Thringe"	"NONE"	"none"	"none"
"gahom/013608.jpg"	"timel_character"	"Hirmgard?"	"NONE"	"none"	"none"
"gahom/013610.jpg"	"timel_character"	"Hirmgard?"	"NONE"	"none"	"none"
"gahom/013543.jpg"	"timel_character"	"Iraclius"	"NONE"	"none"	"none"
"gahom/013545.jpg"	"timel_character"	"Iraclius"	"NONE"	"none"	"none"
"gahom/013552.jpg"	"timel_character"	"Johel"	"NONE"	"none"	"none"
"gahom/013554.jpg"	"timel_character"	"Johel"	"NONE"	"none"	"none"
"gahom/013608.jpg"	"timel_character"	"Lucarch?"	"NONE"	"none"	"none"
"gahom/013610.jpg"	"timel_character"	"Lucarch?"	"NONE"	"none"	"none"
"gahom/013582.jpg"	"timel_character"	"Phylactère"	"HIGH"	"phylactère"	"tm-fmytavcm"
"gahom/013584.jpg"	"timel_character"	"Phylactère"	"HIGH"	"phylactère"	"tm-fmytavcm"
"gahom/013573.jpg"	"timel_character"	"Publicain"	"NONE"	"none"	"none"
"gahom/013575.jpg"	"timel_character"	"Publicain"	"NONE"	"none"	"none"
"gahom/013608.jpg"	"timel_character"	"Sophie de Bavière"	"NONE"	"none"	"none"
"gahom/013610.jpg"	"timel_character"	"Sophie de Bavière"	"NONE"	"none"	"none"
"gahom/010865.jpg"	"timel_character"	"Théophile"	"NONE"	"none"	"none"
"gahom/013605.jpg"	"timel_character"	"confesseur"	"NONE"	"none"	"none"
"gahom/013607.jpg"	"timel_character"	"confesseur"	"NONE"	"none"	"none"
"gahom/013549.jpg"	"timel_character"	"mages"	"LOW"	"mages devant Hérode"	"tm-umptxyou"
"gahom/013551.jpg"	"timel_character"	"mages"	"LOW"	"mages devant Hérode"	"tm-umptxyou"
"gahom/013549.jpg"	"timel_character"	"rois"	"LOW"	"Osée et les rois d'Israël"	"tm-q3cefpxo"
"gahom/013551.jpg"	"timel_character"	"rois"	"LOW"	"Osée et les rois d'Israël"	"tm-q3cefpxo"
"gahom/013602.jpg"	"timel_character"	"saint Alban de Mayence de Namur"	"NONE"	"none"	"none"
"gahom/013604.jpg"	"timel_character"	"saint Alban de Mayence de Namur"	"NONE"	"none"	"none"
"gahom/013602.jpg"	"timel_character"	"saint Kilian"	"NONE"	"none"	"none"
"gahom/013604.jpg"	"timel_character"	"saint Kilian"	"NONE"	"none"	"none"
"gahom/004085.jpg"	"timel_character"	"saint Pierre?"	"HIGH"	"saint Pierre"	"tm-sgdxywfz"
"gahom/013537.jpg"	"timel_character"	"saint Valburge"	"NONE"	"none"	"none"
"gahom/013539.jpg"	"timel_character"	"saint Valburge"	"NONE"	"none"	"none"
"gahom/013605.jpg"	"timel_character"	"saint Walpurge"	"NONE"	"none"	"none"
"gahom/013607.jpg"	"timel_character"	"saint Walpurge"	"NONE"	"none"	"none"
"gahom/013605.jpg"	"timel_character"	"sainte Afre"	"NONE"	"none"	"none"
"gahom/013607.jpg"	"timel_character"	"sainte Afre"	"NONE"	"none"	"none"
"gahom/013605.jpg"	"timel_character"	"sainte Gertrude de Nivelles"	"NONE"	"none"	"none"
"gahom/013607.jpg"	"timel_character"	"sainte Gertrude de Nivelles"	"NONE"	"none"	"none"
"gahom/005535.jpg"	"timel_character"	"sainte Véronique"	"NONE"	"none"	"none"
"gahom/013224.jpg"	"timel_character"	"vie"	"LOW"	"Vierge"	"tm-f4sqsvcv"
"gahom/013226.jpg"	"timel_character"	"vie"	"LOW"	"Vierge"	"tm-f4sqsvcv"
"gahom/009370.jpg"	"timel_character"	"Albumasar"	"NONE"	"none"	"none"
"gahom/010895.jpg"	"timel_character"	"Arbalète"	"HIGH"	"arbalète"	"tm-sfwvgrll"
"gahom/010704.jpg"	"timel_character"	"Arpad"	"NONE"	"none"	"none"
"gahom/Pierpont_m806.187r_detail.jpg"	"timel_character"	"Arramant"	"NONE"	"none"	"none"
"gahom/010895.jpg"	"timel_character"	"Autel"	"HIGH"	"autel"	"tm-i94jpy9p"
"gahom/Pierpont_m806.166r_detail.jpg"	"timel_character"	"Baudemagu"	"NONE"	"none"	"none"
"gahom/Pierpont_m805.119v_detail.jpg"	"timel_character"	"Berthelai"	"NONE"	"none"	"none"
"gahom/010289.jpg"	"timel_character"	"Dioclétien?"	"HIGH"	"Dioclétien"	"tm-hbtqjohq"
"gahom/007506.jpg"	"timel_character"	"Evrard de Conty"	"NONE"	"none"	"none"
"gahom/Pierpont_m806.161v_detail.jpg"	"timel_character"	"Galaad Premier"	"NONE"	"none"	"none"
"gahom/Pierpont_m805.119v_detail.jpg"	"timel_character"	"Guenièvre-fausse"	"NONE"	"none"	"none"
"gahom/013585.jpg"	"timel_character"	"Joiakin"	"NONE"	"none"	"none"
"gahom/010895.jpg"	"timel_character"	"Lampe"	"HIGH"	"lampe"	"tm-l66mtgn3"
"gahom/010895.jpg"	"timel_character"	"Lance"	"LOW"	"Lancelot"	"tm-upeifwdb"
"gahom/010895.jpg"	"timel_character"	"Livre"	"HIGH"	"livre"	"tm-havgveuu"
"gahom/008840.jpg"	"timel_character"	"Robert d'Anjou"	"NONE"	"none"	"none"
"gahom/010704.jpg"	"timel_character"	"Svatopluk"	"NONE"	"none"	"none"
"gahom/010895.jpg"	"timel_character"	"Vase"	"HIGH"	"vase"	"tm-mcyjt54t"
"gahom/005474.jpg"	"timel_character"	"Volmar"	"NONE"	"none"	"none"
"gahom/010841.jpg"	"timel_character"	"bâteau"	"HIGH"	"bateau"	"tm-6v4cwd8i"
"gahom/Pierpont_m806.187r_detail.jpg"	"timel_character"	"chevalier de vermeil"	"NONE"	"none"	"none"
"gahom/Pierpont_m805.119v_detail.jpg"	"timel_character"	"complice"	"NONE"	"none"	"none"
"gahom/010997.jpg"	"timel_character"	"patriarche d'Antioche"	"NONE"	"none"	"none"
"gahom/010704.jpg"	"timel_character"	"roi de Moravie"	"NONE"	"none"	"none"
"gahom/010289.jpg"	"timel_character"	"saint Érasme?"	"NONE"	"none"	"none"
"gahom/005567.jpg"	"timel_nature_place"	"Enfer-gueule"	"NONE"	"none"	"none"
"gahom/001055.jpg"	"timel_nature_place"	"Enfer-gueule"	"NONE"	"none"	"none"
"gahom/001057.jpg"	"timel_nature_place"	"Enfer-gueule"	"NONE"	"none"	"none"
"gahom/000299.jpg"	"timel_nature_place"	"Enfer-gueule"	"NONE"	"none"	"none"
"gahom/000301.jpg"	"timel_nature_place"	"Enfer-gueule"	"NONE"	"none"	"none"
"gahom/000302.jpg"	"timel_nature_place"	"Enfer-gueule"	"NONE"	"none"	"none"
"gahom/000303.jpg"	"timel_nature_place"	"Enfer-gueule"	"NONE"	"none"	"none"
"gahom/000551.jpg"	"timel_nature_place"	"Enfer-gueule"	"NONE"	"none"	"none"
"gahom/002419.jpg"	"timel_nature_place"	"Enfer-gueule"	"NONE"	"none"	"none"
"gahom/002419b.jpg"	"timel_nature_place"	"Enfer-gueule"	"NONE"	"none"	"none"
"gahom/002419c.jpg"	"timel_nature_place"	"Enfer-gueule"	"NONE"	"none"	"none"
"gahom/002419d.jpg"	"timel_nature_place"	"Enfer-gueule"	"NONE"	"none"	"none"
"gahom/002419e.jpg"	"timel_nature_place"	"Enfer-gueule"	"NONE"	"none"	"none"
"gahom/002419f.jpg"	"timel_nature_place"	"Enfer-gueule"	"NONE"	"none"	"none"
"gahom/002419g.jpg"	"timel_nature_place"	"Enfer-gueule"	"NONE"	"none"	"none"
"gahom/002419h.jpg"	"timel_nature_place"	"Enfer-gueule"	"NONE"	"none"	"none"
"gahom/005505.jpg"	"timel_nature_place"	"Ancolie"	"NONE"	"none"	"none"
